age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks
28,single,m,gay,athletic,anything,socially,never,working on ph.d program,white,69,-1,education / academia,2012-06-29-21-51,"san francisco, california",doesn't want kids,likes dogs and likes cats,atheism,aries and it&rsquo;s fun to think about,no,english
25,single,f,straight,thin,,socially,never,graduated from college/university,,67,-1,,2012-01-29-17-43,"san mateo, california",,,,libra,no,english
22,single,m,straight,thin,anything,desperately,sometimes,graduated from college/university,,70,-1,artistic / musical / writer,2012-06-27-17-14,"san francisco, california",,,atheism and laughing about it,aries but it doesn&rsquo;t matter,yes,english
23,single,f,straight,curvy,strictly anything,socially,never,graduated from masters program,black,68,-1,education / academia,2012-06-25-22-53,"oakland, california","doesn't have kids, but wants them",likes dogs and likes cats,,virgo and it&rsquo;s fun to think about,no,english (fluently)
39,single,m,gay,a little extra,,socially,,graduated from college/university,white,71,-1,,2012-06-24-08-50,"oakland, california",,has cats,atheism and somewhat serious about it,,no,"english (fluently), french (poorly), german (poorly)"
38,single,m,straight,fit,anything,,,masters program,white,74,-1,science / tech / engineering,2012-06-29-09-28,"sausalito, california",has kids,likes dogs,,leo,no,english (fluently)
30,single,m,gay,fit,,socially,never,graduated from law school,,71,-1,law / legal services,2012-06-29-22-33,"san francisco, california",,likes dogs and likes cats,,gemini,no,"english (fluently), spanish (okay), c++ (okay), tagalog (poorly)"
60,single,m,straight,overweight,mostly anything,not at all,never,graduated from college/university,asian,69,-1,retired,2012-06-29-10-38,"san francisco, california",,,christianity but not too serious about it,leo but it doesn&rsquo;t matter,no,english (fluently)
22,single,m,straight,average,,socially,never,graduated from college/university,asian,69,-1,computer / hardware / software,2012-04-05-08-46,"stanford, california",,,,,,"english, korean, chinese"
54,single,m,straight,average,anything,socially,,,white,69,-1,construction / craftsmanship,2012-06-28-21-49,"berkeley, california",has kids,likes dogs and likes cats,agnosticism and laughing about it,capricorn but it doesn&rsquo;t matter,no,english
34,single,f,straight,average,,socially,never,graduated from college/university,indian,65,-1,computer / hardware / software,2012-06-27-12-39,"san mateo, california",has a kid,,,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), tamil (fluently), hindi (fluently)"
43,single,m,straight,athletic,mostly vegetarian,rarely,,graduated from two-year college,white,75,-1,medicine / health,2012-06-29-21-50,"menlo park, california","doesn't have kids, but might want them",likes dogs and likes cats,other and laughing about it,leo and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (okay), korean (poorly)"
32,single,m,straight,average,vegetarian,socially,,graduated from masters program,white,74,-1,science / tech / engineering,2012-06-29-21-25,"san francisco, california","doesn't have kids, but might want them",has dogs,agnosticism,cancer but it doesn&rsquo;t matter,no,english (fluently)
29,single,m,straight,rather not say,anything,socially,sometimes,graduated from space camp,other,69,-1,rather not say,2012-06-29-22-06,"berkeley, california",,likes dogs and likes cats,,libra and it matters a lot,sometimes,"english, spanish (okay), chechen (poorly)"
27,single,m,gay,average,mostly anything,often,never,graduated from law school,white,70,-1,computer / hardware / software,2012-06-29-23-42,"san francisco, california",,likes dogs and likes cats,atheism but not too serious about it,leo but it doesn&rsquo;t matter,no,english (fluently)
47,single,f,straight,,,socially,never,graduated from college/university,indian,68,-1,artistic / musical / writer,2012-04-09-16-54,"san francisco, california",doesn't want kids,likes dogs and likes cats,buddhism and somewhat serious about it,capricorn but it doesn&rsquo;t matter,no,"english (fluently), malay (okay)"
32,single,f,straight,,,,never,,,66,-1,education / academia,2012-06-29-16-29,"san francisco, california",,,,,,english
29,single,f,straight,fit,anything,socially,never,graduated from masters program,asian,68,-1,,2012-06-29-18-54,"san francisco, california",,,christianity,,no,english
29,single,m,straight,fit,mostly vegetarian,socially,never,graduated from space camp,white,74,-1,other,2012-06-30-01-55,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,buddhism and somewhat serious about it,aries and it&rsquo;s fun to think about,no,"english (fluently), french (okay)"
27,single,m,straight,athletic,strictly anything,socially,never,dropped out of space camp,asian,72,-1,student,2012-06-29-16-36,"san francisco, california",,likes dogs,agnosticism and laughing about it,capricorn but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay), german (poorly), c++ (poorly)"
28,single,f,straight,curvy,mostly anything,socially,,,white,67,-1,,2012-06-29-17-07,"san francisco, california",,likes dogs and has cats,atheism,,no,english
29,single,m,straight,average,,socially,never,working on college/university,white,72,-1,hospitality / travel,2012-03-28-08-04,"san francisco, california",doesn't have kids,likes dogs and likes cats,islam,leo,no,"english (okay), turkish (fluently)"
54,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,white,69,-1,executive / management,2012-06-15-17-40,"emeryville, california","has kids, but doesn't want more",,atheism but not too serious about it,sagittarius but it doesn&rsquo;t matter,no,english (fluently)
52,available,m,straight,athletic,mostly anything,socially,never,,other,69,-1,rather not say,2012-06-30-01-58,"san rafael, california",has a kid,likes dogs and has cats,other and very serious about it,scorpio and it&rsquo;s fun to think about,no,english (fluently)
26,single,m,gay,athletic,mostly anything,socially,,working on ph.d program,white,68,20000,science / tech / engineering,2012-06-30-01-17,"palo alto, california",,likes dogs and likes cats,atheism and laughing about it,cancer but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), c++ (okay)"
27,single,f,straight,athletic,mostly vegetarian,rarely,never,graduated from masters program,,69,-1,science / tech / engineering,2012-06-18-13-27,"oakland, california",,,agnosticism,leo,no,"english (fluently), spanish (okay), french (poorly)"
21,single,m,gay,skinny,,socially,never,,white,70,-1,,2012-04-21-22-17,"san francisco, california",,likes dogs,,,no,english (fluently)
30,single,m,straight,athletic,,socially,,graduated from law school,asian,69,-1,,2012-06-24-18-22,"san francisco, california",,,,,,"english, japanese, spanish"
29,single,f,straight,average,anything,socially,,graduated from masters program,"pacific islander, white",62,-1,education / academia,2012-06-29-10-55,"oakland, california","doesn't have kids, but wants them",likes dogs and likes cats,atheism and laughing about it,,no,english (fluently)
43,single,m,straight,athletic,strictly anything,socially,never,graduated from masters program,white,69,-1,executive / management,2012-06-29-21-29,"san francisco, california","doesn't have kids, but wants them",likes dogs,agnosticism,virgo but it doesn&rsquo;t matter,no,"english, spanish (fluently), portuguese (okay), french (okay)"
49,married,f,straight,fit,,socially,never,graduated from ph.d program,,68,-1,medicine / health,2012-05-06-16-19,"berkeley, california",,,agnosticism and somewhat serious about it,,no,english
25,single,f,straight,fit,mostly vegetarian,socially,,graduated from college/university,white,70,-1,education / academia,2011-07-19-23-27,"san francisco, california",,likes dogs and likes cats,,libra and it&rsquo;s fun to think about,no,english
19,single,f,straight,curvy,strictly other,socially,,working on college/university,"middle eastern, white",67,20000,entertainment / media,2012-06-28-18-33,"berkeley, california",doesn't have kids,likes dogs and likes cats,other and somewhat serious about it,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), greek (fluently), french (okay), arabic (poorly)"
22,single,f,straight,jacked,strictly anything,socially,never,graduated from college/university,asian,61,-1,other,2012-06-29-14-49,"san francisco, california",,likes dogs and dislikes cats,,sagittarius and it matters a lot,,"english (fluently), french (poorly), korean (poorly)"
29,single,f,straight,thin,,socially,never,graduated from college/university,,67,-1,computer / hardware / software,2012-06-27-22-54,"san francisco, california",,has dogs,christianity,taurus but it doesn&rsquo;t matter,no,"english (fluently), chinese (fluently)"
29,single,f,bisexual,average,mostly vegetarian,often,never,graduated from college/university,white,68,-1,sales / marketing / biz dev,2011-12-12-12-26,"emeryville, california",,likes dogs and likes cats,other and laughing about it,sagittarius,no,"english (fluently), portuguese (poorly)"
27,single,m,gay,thin,mostly vegetarian,socially,never,graduated from college/university,"asian, pacific islander",70,-1,medicine / health,2012-06-29-23-51,"san francisco, california",,likes dogs,christianity,pisces and it&rsquo;s fun to think about,when drinking,english (fluently)
26,single,m,straight,athletic,strictly anything,socially,never,graduated from masters program,white,76,80000,science / tech / engineering,2012-06-29-23-32,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,,pisces but it doesn&rsquo;t matter,no,"english (fluently), italian (okay)"
30,single,m,straight,,,socially,sometimes,graduated from college/university,,73,30000,artistic / musical / writer,2012-06-18-21-19,"san anselmo, california",,,,libra and it&rsquo;s fun to think about,when drinking,english
47,single,f,straight,thin,,socially,never,,white,65,-1,,2011-12-28-20-53,"berkeley, california",,likes dogs and likes cats,other,aquarius,no,english
54,single,f,straight,curvy,mostly vegetarian,socially,never,graduated from two-year college,white,63,-1,hospitality / travel,2012-06-26-11-21,"san francisco, california","has a kid, but doesn't want more",has dogs and has cats,,pisces but it doesn&rsquo;t matter,no,"english (fluently), french (okay)"
45,single,m,straight,fit,mostly vegetarian,socially,never,graduated from masters program,black,68,150000,executive / management,2012-06-30-06-17,"redwood city, california",,likes dogs and likes cats,buddhism but not too serious about it,cancer but it doesn&rsquo;t matter,no,english (fluently)
26,single,f,straight,average,strictly vegetarian,socially,never,working on law school,white,61,-1,student,2012-06-30-01-25,"san francisco, california",doesn't have kids,likes dogs and likes cats,,libra but it doesn&rsquo;t matter,no,"english, spanish"
35,single,f,straight,average,mostly anything,socially,,graduated from college/university,white,72,-1,science / tech / engineering,2012-06-30-06-17,"alameda, california",doesn't have kids,likes cats,,virgo but it doesn&rsquo;t matter,no,english (fluently)
